reg_id,distance_cm,bacteria_count,infection_rate,spread_path_factor,airborne_bacteria_fraction,respirable_bacteria_fraction,airflow_speed_m_s,environment_stability,class_bacteria_level,moisture_level,dispersion_factor
2077,1,437000000000000,0.7,0.5,0.5,0.5,3.43,E,T6,0.00019,0.01
2078,1,178990000000000,0.5,0.8,0.5,1.0,4.6,E,T6,0.00026,0.0075
2079,1,418480000000000,0.5,0.5,0.5,1.0,4.85,A,V3,0.0001,0.00026
2080,1,306470000000000,0.9,0.9,0.5,0.6,3.39,A,V3,0.00018,0.0005
2081,1,143870000000000,0.5,1.0,1.0,0.5,4.12,D,M7,0.0001,0.0032
2082,1,179070000000000,1.0,1.0,0.5,0.7,4.84,E,T6,0.0001,0.013
2083,1,343370000000000,0.5,1.0,0.8,0.7,4.26,B,N4,0.0001,0.0012
2084,1,43789000000000,0.5,0.8,1.0,0.9,3.0,E,T6,0.00053,0.0038
2085,1,72157000000000,0.5,0.5,0.8,0.9,4.82,F,QS,0.0001,0.0084
2086,1,235520000000000,0.8,0.5,1.0,0.8,4.98,F,QS,0.0001,0.048
2087,1,304100000000000,1.0,0.5,1.0,1.0,3.75,B,N4,0.00027,0.0021
2088,1,92264000000000,0.8,1.0,0.8,0.8,3.63,A,V3,0.0001,0.00031
2089,1,224300000000000,1.0,0.5,0.6,0.6,4.4,A,V3,0.0001,0.00022
2090,1,135950000000000,0.6,1.0,0.8,0.9,4.93,F,QS,0.00043,0.032
2091,1,436170000000000,0.5,0.5,1.0,1.0,3.91,C,Z1,0.00036,0.0034
2092,1,208630000000000,0.5,1.0,1.0,1.0,4.83,F,QS,0.0001,0.068
2093,1,160560000000000,0.7,0.9,1.0,0.5,3.24,E,T6,0.00048,0.012
2094,1,280270000000000,1.0,0.9,0.8,0.5,4.79,C,Z1,0.00045,0.0026
2095,1,175020000000000,1.0,1.0,0.6,0.5,4.52,A,V3,0.0003,0.00026
2096,1,164340000000000,0.7,1.0,1.0,0.6,4.72,F,QS,0.0001,0.045
2097,1,273740000000000,0.7,1.0,0.5,0.5,3.68,F,QS,0.0001,0.036
2098,1,83014000000000,1.0,0.5,0.5,1.0,3.9,F,QS,0.00015,0.015
2099,1,306480000000000,1.0,0.5,1.0,0.8,3.25,C,Z1,0.00032,0.0045
2100,1,196770000000000,0.5,1.0,0.6,0.5,3.52,D,M7,0.00051,0.0026
2101,1,174790000000000,1.0,0.7,0.9,0.9,4.77,F,QS,0.0001,0.065
2102,1,265680000000000,0.7,1.0,1.0,0.6,3.69,C,Z1,0.00011,0.004
2103,1,265020000000000,1.0,1.0,0.8,0.5,3.64,C,Z1,0.00054,0.0033
2104,1,162780000000000,1.0,1.0,0.8,0.5,4.14,F,QS,0.00036,0.039
2105,1,276090000000000,0.8,0.5,0.8,1.0,3.8,B,N4,0.0001,0.0012
2106,1,100670000000000,0.5,0.9,0.5,1.0,4.06,A,V3,0.0001,0.00013
2107,1,395710000000000,1.0,1.0,0.9,1.0,3.3,A,V3,0.00059,0.0021
2108,1,267700000000000,0.5,0.5,0.9,1.0,4.17,E,T6,0.00026,0.014
2109,1,414060000000000,0.5,0.8,0.7,0.5,3.72,A,V3,0.00047,0.00033
2110,1,299820000000000,1.0,0.6,0.9,0.8,4.62,C,Z1,0.0001,0.0037
2111,1,124300000000000,1.0,0.9,1.0,0.8,3.12,C,Z1,0.0001,0.0037
2112,1,327380000000000,0.5,0.5,0.5,0.5,4.45,D,M7,0.0001,0.0017
2113,1,178690000000000,0.5,0.5,0.5,0.5,4.03,F,QS,0.00019,0.0076
2114,1,108070000000000,0.5,1.0,1.0,1.0,4.39,B,N4,0.00022,0.00064
2115,1,96556000000000,1.0,1.0,0.5,1.0,3.17,B,N4,0.0001,0.0008
2116,1,331300000000000,1.0,1.0,0.6,0.5,3.56,C,Z1,0.0001,0.0037
2117,1,171060000000000,1.0,0.5,1.0,0.7,4.97,E,T6,0.0001,0.012
2118,1,48070000000000,1.0,0.6,0.5,1.0,4.92,A,V3,0.0001,7e-05
2119,1,356220000000000,0.5,0.5,1.0,0.9,4.65,F,QS,0.00059,0.041
2120,1,138560000000000,0.5,0.5,0.5,1.0,3.56,E,T6,0.00038,0.0041
2121,1,252430000000000,0.5,0.5,0.6,1.0,4.93,D,M7,0.0001,0.0029
2122,1,110490000000000,0.6,1.0,0.5,0.9,4.54,C,Z1,0.0001,0.00088
2123,1,52847000000000,0.7,1.0,0.9,0.5,4.16,C,Z1,0.0001,0.00053
2124,1,232590000000000,0.9,0.7,0.5,0.8,4.78,C,Z1,0.00028,0.0016
2125,1,360590000000000,0.5,0.8,0.5,0.7,4.14,E,T6,0.0001,0.012
2126,1,429930000000000,0.7,0.5,0.9,1.0,3.3,E,T6,0.00042,0.033
2127,1,302280000000000,1.0,0.7,0.5,0.7,3.15,E,T6,0.00028,0.02
2128,1,80602000000000,0.8,1.0,0.9,0.9,3.01,A,V3,0.0001,0.0004
2129,1,187660000000000,0.6,1.0,0.7,0.6,3.19,C,Z1,0.00029,0.0018
2130,1,227990000000000,1.0,1.0,1.0,0.5,3.92,A,V3,0.0001,0.00069
2131,1,184160000000000,0.5,1.0,1.0,1.0,4.08,F,QS,0.0001,0.065
2132,1,123310000000000,0.8,0.5,0.5,0.5,3.45,B,N4,0.0001,0.00019
2133,1,249180000000000,0.8,0.6,0.6,0.8,3.74,A,V3,0.0001,0.00036
2134,1,256120000000000,1.0,0.6,0.5,0.5,3.61,D,M7,0.00046,0.0034
2135,1,38203000000000,0.5,1.0,0.5,0.9,3.67,E,T6,0.0001,0.0023
2136,1,125750000000000,0.5,0.8,0.5,0.6,4.63,D,M7,0.0001,0.0012
2137,1,140770000000000,0.9,0.9,0.8,1.0,3.75,A,V3,0.0001,0.00057
2138,1,416240000000000,0.5,0.9,0.5,0.8,4.84,E,T6,0.0001,0.016
2139,1,337420000000000,0.5,0.9,0.5,0.5,4.95,D,M7,0.0001,0.0029
2140,1,105410000000000,0.5,1.0,0.5,0.5,3.43,A,V3,0.0001,9e-05
2141,1,382440000000000,1.0,0.9,0.5,0.5,4.39,F,QS,0.00011,0.058
2142,1,426210000000000,0.5,0.8,0.7,0.5,3.54,B,N4,0.00055,0.00078
2143,1,410470000000000,0.8,0.7,0.8,1.0,4.24,F,QS,0.00058,0.097
2144,1,368120000000000,1.0,1.0,0.8,1.0,4.67,B,N4,0.0001,0.0034
2145,1,221770000000000,0.7,1.0,0.5,0.9,3.67,F,QS,0.0001,0.052
2146,1,398790000000000,1.0,0.9,1.0,0.5,3.38,B,N4,0.0001,0.0028
2147,1,73232000000000,1.0,0.8,0.6,1.0,4.82,D,M7,0.00051,0.0024
2148,1,193700000000000,0.5,0.5,0.6,0.7,3.72,F,QS,0.0001,0.015
2149,1,119760000000000,0.8,1.0,1.0,1.0,3.21,B,N4,0.0001,0.0016
2150,1,192780000000000,0.6,0.5,1.0,0.5,4.49,E,T6,0.00039,0.0058
2151,1,346700000000000,1.0,1.0,0.8,0.5,3.3,D,M7,0.0001,0.015
2152,1,189400000000000,0.5,0.5,1.0,0.5,3.1,E,T6,0.00022,0.0067
2153,1,163500000000000,1.0,0.8,1.0,1.0,4.92,E,T6,0.0001,0.027
2154,1,132640000000000,0.5,0.5,0.8,1.0,4.43,E,T6,0.00028,0.0056
2155,1,353790000000000,0.6,0.5,1.0,1.0,3.42,F,QS,0.0001,0.082
2156,1,130540000000000,1.0,0.9,0.5,0.5,3.96,D,M7,0.0001,0.0027
2157,1,409630000000000,0.9,1.0,0.9,0.8,3.26,F,QS,0.0003,0.18
2158,1,169810000000000,0.7,1.0,0.5,0.5,4.31,B,N4,0.00052,0.00033
2159,1,431050000000000,0.5,0.6,0.5,0.6,4.17,B,N4,0.00059,0.00044
2160,1,378980000000000,1.0,0.8,0.6,0.5,4.83,A,V3,0.0001,0.00045
2161,1,196630000000000,1.0,0.6,0.7,1.0,3.28,B,N4,0.00012,0.0013
2162,1,75365000000000,0.9,1.0,1.0,0.5,4.3,D,M7,0.0003,0.0028
2163,1,119280000000000,0.9,0.5,0.8,0.5,3.58,D,M7,0.00043,0.0019
2164,1,157200000000000,1.0,0.5,0.8,0.5,4.15,C,Z1,0.0001,0.001
2165,1,425370000000000,1.0,1.0,0.9,1.0,3.87,A,V3,0.0001,0.0023
2166,1,219150000000000,1.0,0.5,1.0,0.5,3.57,E,T6,0.0001,0.015
2167,1,162020000000000,0.6,0.7,0.6,1.0,3.92,F,QS,0.0001,0.03
2168,1,396860000000000,1.0,0.5,1.0,1.0,3.76,A,V3,0.0001,0.0012
2169,1,121800000000000,0.9,0.6,0.5,0.9,3.68,F,QS,0.00037,0.018
2170,1,224720000000000,1.0,1.0,1.0,0.5,3.63,B,N4,0.00057,0.0014
2171,1,82415000000000,0.9,0.9,1.0,0.6,4.99,E,T6,0.0001,0.0083
2172,1,289730000000000,0.5,1.0,0.9,1.0,3.03,E,T6,0.0001,0.04
2173,1,370000000000000,1.0,1.0,0.5,1.0,3.29,C,Z1,0.0001,0.0073
2174,1,144370000000000,0.5,0.5,1.0,0.7,4.78,F,QS,0.0001,0.016
2175,1,376550000000000,0.7,0.8,0.5,0.8,3.79,C,Z1,0.0001,0.0029
2176,1,200710000000000,0.8,0.5,0.8,0.5,3.49,F,QS,0.00035,0.021
2177,1,324610000000000,0.6,1.0,0.5,0.5,3.38,C,Z1,0.0001,0.0019
2178,1,245500000000000,0.5,1.0,0.6,0.5,4.18,E,T6,0.0001,0.0088
2179,1,355920000000000,0.5,0.5,0.9,1.0,4.79,E,T6,0.0001,0.017
2180,1,433900000000000,0.8,0.5,1.0,0.5,4.55,C,Z1,0.00029,0.0024
2181,1,423510000000000,1.0,0.9,0.7,1.0,3.47,B,N4,0.0001,0.0041
2182,1,118300000000000,1.0,1.0,0.9,0.6,3.21,D,M7,0.0001,0.0072
2183,1,209610000000000,0.5,1.0,0.8,0.5,3.8,A,V3,0.0001,0.00026
2184,1,421520000000000,0.5,0.8,0.5,0.5,4.54,B,N4,0.0001,0.0005
2185,1,234700000000000,0.5,1.0,1.0,1.0,4.24,B,N4,0.0001,0.0015
2186,1,280830000000000,0.5,0.5,1.0,0.7,3.74,F,QS,0.0001,0.036
2187,1,423760000000000,0.5,1.0,0.5,0.6,3.12,B,N4,0.0001,0.0011
2188,1,74567000000000,0.5,0.7,0.7,1.0,3.87,E,T6,0.0001,0.0047
2189,1,321910000000000,0.7,0.5,1.0,0.8,3.45,F,QS,0.0001,0.069
2190,1,153150000000000,0.5,0.6,0.6,1.0,4.93,A,V3,0.0001,0.00013
2191,1,190550000000000,1.0,0.5,0.9,1.0,4.61,E,T6,0.0001,0.019
2192,1,264410000000000,1.0,0.9,0.8,0.5,4.73,D,M7,0.00055,0.0067
2193,1,343940000000000,0.7,0.5,0.5,1.0,4.27,A,V3,0.00023,0.00032
2194,1,39702000000000,0.5,1.0,1.0,0.5,4.7,A,V3,0.0001,5e-05
2195,1,41951000000000,1.0,0.6,0.8,1.0,3.29,E,T6,0.0001,0.0058
2196,1,192490000000000,0.5,0.5,0.9,0.5,4.51,F,QS,0.0001,0.015
2197,1,386490000000000,1.0,1.0,0.5,0.7,3.16,E,T6,0.00012,0.04
2198,1,84281000000000,0.6,1.0,1.0,0.9,3.65,A,V3,0.0001,0.00029
2199,1,316580000000000,1.0,0.8,1.0,0.5,3.18,E,T6,0.00057,0.029
2200,1,329120000000000,0.5,0.5,0.6,0.5,4.63,D,M7,0.0001,0.002
2201,1,130450000000000,1.0,0.9,0.5,0.9,3.65,A,V3,0.00025,0.00032
2202,1,103110000000000,0.6,1.0,0.5,0.6,3.05,A,V3,0.00012,0.00014
2203,1,301060000000000,1.0,0.5,0.5,0.5,4.83,E,T6,0.0001,0.008
2204,1,333950000000000,0.8,0.5,0.9,0.8,4.02,F,QS,0.00054,0.053
2205,1,190320000000000,1.0,0.5,0.5,1.0,4.9,C,Z1,0.0001,0.0013
2206,1,163670000000000,1.0,1.0,0.9,0.8,4.86,F,QS,0.00017,0.073
2207,1,337020000000000,0.5,0.6,0.5,0.5,4.86,B,N4,0.0001,0.00028
2208,1,51245000000000,0.7,1.0,1.0,1.0,4.27,C,Z1,0.0001,0.0011
2209,1,105310000000000,0.6,1.0,0.9,0.5,4.75,B,N4,0.00041,0.0003
2210,1,177830000000000,1.0,1.0,0.7,1.0,4.5,C,Z1,0.00059,0.0032
2211,1,193820000000000,1.0,0.5,0.7,0.5,4.93,D,M7,0.0001,0.0026
2212,1,171390000000000,1.0,0.5,0.5,1.0,4.96,F,QS,0.00042,0.023
2213,1,112540000000000,0.8,0.7,1.0,0.5,3.07,A,V3,0.0001,0.00024
2214,1,260870000000000,0.6,0.5,0.5,0.7,4.01,F,QS,0.0001,0.02
2215,1,59931000000000,0.7,0.5,0.5,0.6,3.66,B,N4,0.0001,9.2e-05
2216,1,298400000000000,0.5,0.5,0.5,1.0,3.55,A,V3,0.0001,0.00025
2217,1,73499000000000,1.0,0.8,0.7,0.7,4.32,E,T6,0.0001,0.0067
2218,1,292090000000000,0.5,1.0,0.8,0.5,3.33,A,V3,0.0001,0.00041
2219,1,157710000000000,0.7,0.8,0.8,0.6,4.91,D,M7,0.0001,0.0032
2220,1,216030000000000,1.0,0.6,1.0,1.0,3.14,B,N4,0.0001,0.0022
2221,1,323160000000000,0.8,0.8,1.0,0.5,3.43,C,Z1,0.0001,0.0039
2222,1,369040000000000,0.5,1.0,0.7,0.5,3.87,C,Z1,0.0001,0.0022
2223,1,324970000000000,0.9,0.6,0.9,0.7,3.51,D,M7,0.00052,0.0098
2224,1,48855000000000,0.5,0.5,0.5,1.0,3.7,E,T6,0.0001,0.0016
2225,1,373060000000000,0.7,0.7,0.5,0.5,3.6,B,N4,0.0001,0.00068
2226,1,50755000000000,1.0,0.5,0.5,0.8,4.04,A,V3,0.00034,5.6e-05
2227,1,59828000000000,0.6,1.0,1.0,0.5,3.2,B,N4,0.0001,0.0003
2228,1,117090000000000,0.8,1.0,0.9,0.5,4.66,D,M7,0.0001,0.0034
2229,1,217220000000000,0.9,1.0,0.5,1.0,4.58,F,QS,0.00048,0.053
2230,1,330710000000000,1.0,1.0,0.7,0.5,3.41,F,QS,0.00019,0.084
2231,1,158360000000000,1.0,1.0,1.0,0.5,3.1,B,N4,0.0001,0.0014
2232,1,330240000000000,0.8,1.0,0.5,0.5,4.08,C,Z1,0.00057,0.0019
2233,1,216560000000000,1.0,0.5,0.5,1.0,4.73,F,QS,0.0001,0.035
2234,1,383380000000000,0.7,0.7,0.5,0.5,4.28,C,Z1,0.0001,0.0015
2235,1,395260000000000,0.5,0.9,0.5,0.9,4.96,C,Z1,0.0001,0.0022
2236,1,375260000000000,0.5,1.0,0.5,1.0,3.76,E,T6,0.00041,0.021
2237,1,268580000000000,0.8,0.6,0.5,0.6,3.0,E,T6,0.00053,0.0093
2238,1,215780000000000,0.5,0.5,0.7,1.0,3.25,E,T6,0.00016,0.011
2239,1,335680000000000,0.5,0.9,1.0,1.0,3.22,E,T6,0.0001,0.044
2240,1,217030000000000,0.5,1.0,1.0,0.8,3.51,D,M7,0.00015,0.0088
2241,1,156850000000000,0.5,1.0,0.6,1.0,4.87,E,T6,0.0001,0.01
2242,1,314930000000000,0.5,0.8,0.6,0.5,3.09,D,M7,0.0001,0.0044
2243,1,151200000000000,0.5,0.5,0.5,0.9,4.47,B,N4,0.0001,0.0002
2244,1,117830000000000,0.5,0.5,0.8,0.5,4.29,E,T6,0.0001,0.0028
2245,1,352370000000000,0.6,0.5,0.9,1.0,4.21,E,T6,0.00053,0.019
2246,1,271970000000000,1.0,1.0,1.0,1.0,4.45,A,V3,0.0001,0.0014
2247,1,153360000000000,0.5,0.9,0.5,0.6,3.6,B,N4,0.00055,0.00027
2248,1,103330000000000,1.0,0.9,1.0,1.0,4.06,E,T6,0.0001,0.023
2249,1,250620000000000,1.0,1.0,1.0,1.0,4.15,A,V3,0.00047,0.0013
2250,1,92297000000000,0.5,0.7,0.7,0.9,4.02,D,M7,0.00021,0.0018
2251,1,279800000000000,0.5,0.5,1.0,1.0,3.55,B,N4,0.00034,0.00097
2252,1,277800000000000,0.5,0.5,0.5,0.7,4.02,F,QS,0.00034,0.015
2253,1,91519000000000,0.7,0.9,0.5,1.0,4.69,F,QS,0.0006,0.015
2254,1,51824000000000,0.5,0.5,1.0,1.0,3.26,D,M7,0.0001,0.0014
2255,1,216990000000000,1.0,1.0,0.5,0.5,3.94,D,M7,0.0001,0.0051
2256,1,49604000000000,1.0,0.5,0.9,1.0,3.81,B,N4,0.00049,0.00028
2257,1,337800000000000,1.0,0.9,0.5,0.7,4.22,E,T6,0.0001,0.025
2258,1,380430000000000,0.8,0.5,1.0,1.0,4.12,A,V3,0.0001,0.00087
2259,1,58690000000000,1.0,0.8,0.7,0.5,3.86,A,V3,0.00011,0.0001
2260,1,169710000000000,1.0,1.0,0.5,0.5,3.05,A,V3,0.0001,0.00033
2261,1,166060000000000,0.7,0.8,0.9,1.0,4.48,C,Z1,0.0001,0.0025
2262,1,194540000000000,1.0,1.0,0.9,0.5,3.65,E,T6,0.00036,0.021
2263,1,160750000000000,0.6,0.7,0.5,1.0,3.25,E,T6,0.0001,0.0098
2264,1,355610000000000,0.8,1.0,1.0,0.5,4.65,C,Z1,0.0001,0.0041
2265,1,81859000000000,1.0,0.5,1.0,1.0,4.61,E,T6,0.00021,0.0087
2266,1,225000000000000,0.5,0.5,0.5,1.0,4.05,F,QS,0.0001,0.02
2267,1,259600000000000,0.5,0.8,1.0,1.0,4.48,A,V3,0.0001,0.00055
2268,1,157300000000000,0.5,1.0,1.0,0.5,4.51,A,V3,0.0001,0.00021
2269,1,73319000000000,1.0,1.0,0.5,0.5,3.85,E,T6,0.00037,0.0041
2270,1,60645000000000,0.5,0.5,1.0,0.9,3.55,C,Z1,0.0001,0.0005
2271,1,394900000000000,0.8,0.5,1.0,0.5,4.85,F,QS,0.0001,0.051
2272,1,428320000000000,0.5,0.5,1.0,0.5,4.38,E,T6,0.00032,0.011
2273,1,214100000000000,0.5,1.0,1.0,0.6,4.02,E,T6,0.00031,0.014
2274,1,305160000000000,1.0,0.5,0.9,0.6,4.65,A,V3,0.00052,0.00038
2275,1,420450000000000,0.5,1.0,0.5,0.5,3.64,B,N4,0.0001,0.00077
2276,1,73565000000000,0.9,0.5,0.5,1.0,4.57,E,T6,0.0001,0.0037
2277,1,349110000000000,0.9,0.7,1.0,0.8,3.38,E,T6,0.0001,0.05
2278,1,358920000000000,0.5,1.0,0.6,0.8,4.77,B,N4,0.00047,0.0009
2279,1,175170000000000,1.0,0.5,0.6,1.0,3.1,E,T6,0.00039,0.013
2280,1,204400000000000,1.0,1.0,0.9,0.5,3.86,D,M7,0.00056,0.0075
2281,1,116480000000000,1.0,0.5,1.0,1.0,4.24,C,Z1,0.0001,0.0018
2282,1,106320000000000,0.9,0.6,1.0,1.0,3.78,D,M7,0.00053,0.0048
2283,1,289250000000000,0.5,1.0,0.5,0.5,3.18,B,N4,0.0002,0.00058
2284,1,429480000000000,0.5,0.8,0.9,1.0,4.12,F,QS,0.0001,0.11
2285,1,45387000000000,0.5,0.9,0.5,0.5,3.73,B,N4,0.0001,7.3e-05
2286,1,81023000000000,1.0,1.0,0.9,1.0,3.05,F,QS,0.00014,0.057
2287,1,373650000000000,0.5,1.0,0.5,1.0,3.39,B,N4,0.0001,0.0015
2288,1,271800000000000,1.0,1.0,1.0,0.5,3.75,A,V3,0.0001,0.00086
2289,1,412580000000000,0.5,0.5,0.5,1.0,4.38,D,M7,0.0001,0.0044
2290,1,359840000000000,0.9,1.0,0.6,0.6,4.06,E,T6,0.0004,0.025
2291,1,311360000000000,0.7,0.5,0.5,1.0,3.64,A,V3,0.0001,0.00035
2292,1,91026000000000,1.0,0.5,0.5,1.0,3.55,D,M7,0.0001,0.0023
2293,1,355070000000000,0.7,1.0,0.8,1.0,4.23,D,M7,0.00032,0.016
2294,1,167930000000000,1.0,0.5,1.0,0.5,3.88,A,V3,0.0001,0.00026
2295,1,213400000000000,0.6,1.0,1.0,0.5,3.11,A,V3,0.00059,0.0004
2296,1,359190000000000,0.5,0.9,1.0,0.5,4.1,A,V3,0.0001,0.00047
2297,1,62798000000000,1.0,0.5,0.6,0.9,4.1,B,N4,0.0001,0.00022
2298,1,148470000000000,0.5,0.8,1.0,0.9,4.37,C,Z1,0.0001,0.0016
2299,1,239690000000000,1.0,0.6,0.5,1.0,4.1,D,M7,0.0001,0.0065
2300,1,128340000000000,0.5,1.0,0.6,0.5,4.24,D,M7,0.00052,0.0015
2301,1,226560000000000,0.5,1.0,1.0,0.9,3.19,E,T6,0.0001,0.03
2302,1,180790000000000,0.7,1.0,0.9,0.5,4.91,F,QS,0.00017,0.035
2303,1,97912000000000,1.0,0.5,0.5,1.0,3.9,E,T6,0.0001,0.0062
2304,1,106030000000000,0.7,0.8,0.5,0.5,4.64,F,QS,0.00028,0.009
2305,1,47986000000000,0.5,0.7,0.6,0.5,3.93,F,QS,0.00059,0.0027
2306,1,232010000000000,0.7,0.5,0.8,0.9,3.53,F,QS,0.00015,0.043
2307,1,421360000000000,1.0,0.7,0.7,0.5,3.5,B,N4,0.00056,0.0014
2308,1,65621000000000,1.0,0.5,0.5,0.6,3.9,C,Z1,0.0001,0.00033
2309,1,408470000000000,0.8,0.5,0.7,0.5,4.53,C,Z1,0.0001,0.0017
2310,1,293090000000000,0.7,0.5,0.5,1.0,4.84,C,Z1,0.0005,0.0013
2311,1,112140000000000,1.0,0.6,0.9,0.5,3.91,F,QS,0.0001,0.022
2312,1,211080000000000,1.0,0.9,0.9,1.0,3.84,C,Z1,0.00024,0.0056
2313,1,283830000000000,1.0,1.0,0.6,1.0,3.55,F,QS,0.0004,0.11
2314,1,64700000000000,0.7,0.5,1.0,1.0,4.65,F,QS,0.0001,0.015
2315,1,103470000000000,1.0,1.0,1.0,0.8,3.77,E,T6,0.0001,0.022
2316,1,118180000000000,0.5,0.7,1.0,0.5,4.82,D,M7,0.00035,0.0015
2317,1,75686000000000,0.7,0.7,0.5,0.8,3.08,F,QS,0.00022,0.011
2318,1,326580000000000,1.0,0.6,1.0,0.5,4.22,C,Z1,0.00015,0.003
2319,1,170050000000000,0.6,0.5,0.9,0.6,4.07,F,QS,0.0004,0.016
2320,1,131730000000000,1.0,1.0,1.0,0.8,4.36,E,T6,0.0001,0.024
2321,1,82912000000000,0.5,0.5,1.0,1.0,4.07,C,Z1,0.0001,0.00067
2322,1,427710000000000,0.9,1.0,0.7,1.0,3.54,C,Z1,0.0001,0.01
2323,1,297480000000000,0.5,0.9,0.5,0.5,3.33,E,T6,0.0001,0.0096
2324,1,308160000000000,1.0,0.9,0.9,0.5,4.13,E,T6,0.0001,0.03
2325,1,53066000000000,0.7,0.5,0.9,1.0,4.68,C,Z1,0.0001,0.00048
2326,1,128640000000000,0.6,0.5,1.0,0.5,3.5,A,V3,0.0001,0.00013
2327,1,330320000000000,0.5,1.0,0.5,1.0,3.32,C,Z1,0.0001,0.0032
2328,1,246290000000000,0.5,0.5,0.5,0.5,3.34,B,N4,0.0001,0.00025
2329,1,183120000000000,1.0,0.7,0.6,0.7,3.18,F,QS,0.0001,0.043
2330,1,410590000000000,0.5,0.6,0.7,1.0,4.03,D,M7,0.0001,0.0079
2331,1,399710000000000,1.0,0.9,0.5,0.5,3.06,A,V3,0.0001,0.00069
2332,1,80265000000000,0.7,0.9,0.8,1.0,4.62,B,N4,0.0005,0.00043
2333,1,135760000000000,0.5,1.0,0.5,1.0,3.37,A,V3,0.0001,0.00024
2334,1,152300000000000,0.5,1.0,0.5,0.8,3.46,D,M7,0.0001,0.0032
2335,1,199220000000000,1.0,0.5,0.5,0.7,3.56,D,M7,0.0001,0.0036
2336,1,279710000000000,0.9,0.6,0.6,0.5,3.98,E,T6,0.0001,0.011
2337,1,395960000000000,0.9,0.9,0.5,0.6,3.58,A,V3,0.0001,0.00063
2338,1,238520000000000,0.5,0.8,0.7,1.0,3.12,A,V3,0.0001,0.0005
2339,1,431380000000000,1.0,1.0,0.8,0.5,3.41,B,N4,0.00038,0.0025
2340,1,103450000000000,1.0,0.5,0.5,0.8,4.16,A,V3,0.0001,0.00012
2341,1,296210000000000,0.5,0.8,0.5,1.0,4.76,F,QS,0.0001,0.039
2342,1,407340000000000,0.5,0.8,0.5,0.7,3.33,D,M7,0.0001,0.0062
2343,1,192020000000000,0.6,0.5,1.0,1.0,4.31,E,T6,0.00029,0.012
2344,1,233090000000000,0.5,1.0,0.9,0.5,3.19,B,N4,0.00017,0.00085
2345,1,173490000000000,0.5,0.6,0.8,1.0,4.34,C,Z1,0.0001,0.0013
2346,1,41907000000000,0.5,1.0,1.0,0.7,4.4,F,QS,0.0001,0.01
2347,1,185500000000000,1.0,1.0,1.0,1.0,4.35,A,V3,0.0001,0.001
2348,1,219550000000000,1.0,1.0,0.6,0.5,3.99,A,V3,0.00027,0.00037
2349,1,335340000000000,0.5,1.0,0.5,0.6,4.56,F,QS,0.00051,0.027
2350,1,135980000000000,0.5,0.7,0.6,1.0,3.76,B,N4,0.0001,0.00041
2351,1,245840000000000,0.5,1.0,0.5,0.6,4.42,E,T6,0.0001,0.0084
2352,1,69100000000000,0.8,0.8,0.6,0.8,3.59,D,M7,0.0001,0.0022
2353,1,141820000000000,1.0,0.9,0.9,0.7,4.04,E,T6,0.00022,0.019
2354,1,98482000000000,1.0,1.0,1.0,0.5,3.05,B,N4,0.0001,0.00085
2355,1,219680000000000,0.5,1.0,0.6,0.5,4.54,F,QS,0.00054,0.017
2356,1,302570000000000,0.6,0.5,0.7,1.0,4.23,C,Z1,0.0001,0.002
2357,1,221060000000000,0.5,0.5,0.5,0.7,3.09,F,QS,0.00049,0.011
2358,1,294780000000000,1.0,0.7,0.5,0.5,3.96,E,T6,0.00025,0.012
2359,1,231320000000000,1.0,0.7,1.0,1.0,4.53,C,Z1,0.00033,0.0045
2360,1,219510000000000,0.5,1.0,1.0,0.7,4.74,B,N4,0.0001,0.00088
2361,1,94439000000000,0.5,0.9,0.6,0.7,4.3,D,M7,0.00028,0.0015
2362,1,316820000000000,0.9,1.0,0.7,0.6,3.67,D,M7,0.00036,0.011
2363,1,263380000000000,0.9,0.5,0.9,0.8,4.04,A,V3,0.0001,0.0005
2364,1,381830000000000,0.9,0.6,0.5,0.5,3.69,F,QS,0.0001,0.038
2365,1,209020000000000,0.9,1.0,0.5,0.9,3.82,C,Z1,0.0001,0.0029
2366,1,208420000000000,1.0,0.6,0.8,1.0,4.43,F,QS,0.00022,0.064
2367,1,175130000000000,0.5,1.0,0.6,0.8,4.37,D,M7,0.00043,0.0032
2368,1,158160000000000,0.5,1.0,1.0,0.5,4.82,C,Z1,0.00046,0.001
2369,1,391360000000000,1.0,1.0,0.5,0.7,4.42,A,V3,0.0001,0.00074
2370,1,421310000000000,1.0,0.5,0.5,0.9,3.5,F,QS,0.0001,0.072
2371,1,40270000000000,0.9,0.5,0.8,0.5,3.22,B,N4,0.00055,0.0001
2372,1,278460000000000,0.5,1.0,0.5,0.5,3.84,E,T6,0.0001,0.0089
2373,1,341760000000000,0.5,0.9,0.8,0.5,4.2,E,T6,0.0001,0.015
2374,1,251500000000000,0.5,0.6,1.0,0.6,3.48,D,M7,0.0001,0.0047
2375,1,159770000000000,1.0,1.0,0.5,0.7,4.64,A,V3,0.00053,0.00026
2376,1,409690000000000,0.7,1.0,1.0,0.9,3.32,D,M7,0.00058,0.023
2377,1,401310000000000,0.9,0.5,0.5,0.5,3.22,E,T6,0.0001,0.013
2378,1,53615000000000,1.0,0.5,1.0,0.9,4.62,E,T6,0.00047,0.0046
2379,1,385280000000000,1.0,0.5,0.7,0.5,4.01,D,M7,0.0001,0.0062
